3322,26,5860,2010-02-19,2009-12-07
3323,26,5861,2010-02-22,2009-12-07
3325,26,5862,2010-02-23,2009-12-07
3327,26,5863,2010-02-24,2009-12-08
3328,26,5864,2010-02-25,2009-12-08
3329,26,5865,2010-02-26,2009-12-08
3331,26,5866,2010-03-01,2009-12-08
3332,26,5867,2010-03-02,2009-12-08
3333,26,5868,2010-03-03,2009-12-15
3334,26,5869,2010-03-04,2009-12-15
3335,26,5870,2010-03-05,2009-12-15
3337,26,5871,2010-03-08,2009-12-15
3338,26,5872,2010-03-09,2009-12-15
3339,26,5873,2010-03-10,2009-12-16
3340,26,5874,2010-03-11,2009-12-16
3341,26,5875,2010-03-12,2009-12-16
3343,26,5876,2010-03-15,2009-12-16
3344,26,5877,2010-03-16,2009-12-16
3345,26,5878,2010-03-17,2010-01-12
3346,26,5879,2010-03-18,2009-11-10
3347,26,5880,2010-03-19,2010-01-12
3348,26,5881,2010-03-22,2010-01-12
3349,26,5882,2010-03-23,2010-01-12
3350,26,5883,2010-03-24,2010-01-12
3351,26,5884,2010-03-25,2010-01-13
3352,26,5885,2010-03-26,2010-01-13
3353,26,5886,2010-03-29,2010-01-13
3354,26,5887,2010-03-30,2010-01-13
3355,26,5888,2010-03-31,2010-01-13
3356,26,5889,2010-04-01,2010-01-19
3357,26,5890,2010-04-02,2010-01-19
3358,26,5891,2010-04-05,2010-01-19
3359,26,5892,2010-04-06,2010-01-19
3360,26,5893,2010-04-07,2010-01-19
3361,26,5894,2010-04-08,2010-01-20
3362,26,5895,2010-04-09,2010-01-20
3363,26,5896,2010-04-12,2010-01-20
3364,26,5897,2010-04-13,2010-01-20
3365,26,5898,2010-04-14,2010-01-20
3366,26,5899,2010-04-15,2010-03-13
3367,26,5900,2010-04-16,2010-03-09
3368,26,5901,2010-04-19,2010-02-02
3369,26,5902,2010-04-20,2010-02-02
3370,26,5903,2010-04-21,2010-02-02
3371,26,5904,2010-04-22,2010-02-02
3372,26,5905,2010-04-23,2010-02-02
3375,26,5906,2010-04-26,2010-02-03
3376,26,5907,2010-04-27,2010-02-03
3378,26,5908,2010-04-28,2010-02-03
3379,26,5909,2010-04-29,2010-02-03
3380,26,5910,2010-04-30,2010-02-03
3381,26,5911,2010-05-03,2010-04-17
3383,26,5912,2010-05-04,2010-04-17
3384,26,5914,2010-05-06,2010-04-17
3385,26,5913,2010-05-05,2010-04-17
3386,26,5915,2010-05-07,2010-04-17
3387,26,5916,2010-05-10,2010-03-23
3388,26,5917,2010-05-11,2010-03-23
3389,26,5918,2010-05-12,2010-03-23
3390,26,5919,2010-05-13,2010-03-23
3391,26,5920,2010-05-14,2010-03-23
3392,26,5921,2010-05-17,2010-03-24
3393,26,5922,2010-05-18,2010-03-24
3394,26,5923,2010-05-19,2010-03-24
3395,26,5924,2010-05-20,2010-03-24
3396,26,5925,2010-05-21,2010-03-24
3397,26,5926,2010-05-24,2010-02-09
3398,26,5927,2010-05-25,2010-02-09
3399,26,5928,2010-05-26,2010-02-09
3400,26,5929,2010-05-27,2010-02-09
3401,26,5930,2010-05-28,2010-02-09
3402,26,5931,2010-05-31,2010-02-10
3403,26,5932,2010-06-01,2010-02-10
3404,26,5933,2010-06-02,2010-02-10
3405,26,5934,2010-06-03,2010-02-10
3406,26,5935,2010-06-04,2010-02-10
3407,26,5936,2010-06-07,2010-02-16
3408,26,5937,2010-06-08,2010-02-16
3410,26,5938,2010-06-09,2010-02-16
3411,26,5939,2010-06-10,2010-02-16
3412,26,5940,2010-06-11,2010-02-16
3413,26,5941,2010-06-14,2010-02-17
3414,26,5942,2010-06-15,2010-02-17
3415,26,5943,2010-06-16,2010-02-17
3416,26,5944,2010-06-17,2010-02-17
3417,26,5945,2010-06-18,2010-02-17
3418,26,5946,2010-06-21,2010-03-02
3419,26,5947,2010-06-22,2010-03-02
3420,26,5948,2010-06-23,2010-03-02
3421,26,5949,2010-06-24,2010-03-02
3422,26,5950,2010-06-25,2010-03-02
3423,26,5951,2010-06-28,2010-03-02
3424,26,5952,2010-06-29,2010-03-03
3425,26,5953,2010-06-30,2010-03-03
3426,26,5954,2010-07-01,2010-03-03
3427,26,5955,2010-07-02,2010-03-03
3428,26,5956,2010-07-05,2010-03-08
3430,26,5957,2010-07-06,2010-03-08
3431,26,5958,2010-07-07,2010-03-08
3432,26,5959,2010-07-08,2010-03-08
3433,26,5960,2010-07-09,2010-03-08
3434,26,5961,2010-07-12,2010-03-03
3435,26,5962,2010-07-13,2010-03-09
3437,26,5963,2010-07-14,2010-03-09
3438,26,5964,2010-07-15,2010-03-09
3439,26,5965,2010-07-16,2010-03-09
3440,26,5966,2010-07-19,2010-03-13
3441,26,5967,2010-07-20,2010-03-13
3442,26,5968,2010-07-21,2010-03-13
3443,26,5969,2010-07-22,2010-03-13
3444,26,5970,2010-07-23,2010-03-16
3445,26,5971,2010-07-26,2010-03-16
3446,26,5972,2010-07-27,2010-03-16
3447,26,5974,2010-07-29,2010-03-16
3448,26,5975,2010-07-30,2010-03-16
3449,26,5973,2010-07-28,2010-03-16
3458,27,5976,2010-09-13,2010-07-27
3459,27,5977,2010-09-14,2010-07-27
3460,27,5978,2010-09-15,2010-07-27
3461,27,5979,2010-09-16,2010-07-27
3462,27,5980,2010-09-17,2010-07-27
3463,27,5981,2010-09-20,2010-07-28
3464,27,5982,2010-09-21,2010-07-28
3465,27,5983,2010-09-22,2010-07-28
3466,27,5985,2010-09-24,2010-07-28
3467,27,5984,2010-09-23,2010-07-28
3468,27,5986,2010-09-27,2010-08-03
3469,27,5987,2010-09-28,2010-08-03
3470,27,5988,2010-09-29,2010-08-03
3471,27,5989,2010-09-30,2010-08-03
3472,27,5990,2010-10-01,2010-08-03
3473,27,5991,2010-10-04,2010-08-04
3474,27,5992,2010-10-05,2010-08-04
3475,27,5993,2010-10-06,2010-08-04
3476,27,5994,2010-10-07,2010-08-04
3477,27,5995,2010-10-08,2010-08-04
3478,27,5996,2010-10-11,2010-08-09
3479,27,5997,2010-10-12,2010-08-09
3480,27,5998,2010-10-13,2010-08-09
3481,27,5999,2010-10-14,2010-08-09
3482,27,6000,2010-10-15,2010-08-09
3483,27,6001,2010-10-18,2010-08-10
3484,27,6002,2010-10-19,2010-08-10
3485,27,6003,2010-10-20,2010-08-10
3486,27,6004,2010-10-21,2010-08-10
3487,27,6005,2010-10-22,2010-08-10
3488,27,6006,2010-10-25,2010-08-23
3489,27,6007,2010-10-26,2010-08-23
3490,27,6008,2010-10-27,2010-08-23
3491,27,6009,2010-10-28,2010-08-23
3492,27,6010,2010-10-29,2010-08-23
3493,27,6011,2010-11-01,2010-08-24
3494,27,6012,2010-11-02,2010-08-24
3495,27,6013,2010-11-03,2010-08-24
3496,27,6015,2010-11-05,2010-08-24
3497,27,6014,2010-11-04,2010-08-24
3498,27,6016,2010-11-08,2010-10-18
3499,27,6017,2010-11-09,2010-10-18
3500,27,6018,2010-11-10,2010-10-18
3502,27,6019,2010-11-11,2010-10-18
3503,27,6020,2010-11-12,2010-10-18
3504,27,6021,2010-11-15,2010-10-19
3505,27,6022,2010-11-16,2010-10-19
3506,27,6024,2010-11-18,2010-10-19
3507,27,6023,2010-11-17,2010-10-19
3508,27,6025,2010-11-19,2010-10-19
3510,27,6026,2010-11-22,2010-08-31
3511,27,6027,2010-11-23,2010-08-31
3513,27,6028,2010-11-24,2010-08-31
3515,27,6030,2010-11-26,2010-08-31
3516,27,6029,2010-11-25,2010-08-31
3517,27,6031,2010-11-29,2010-09-01
3518,27,6032,2010-11-30,2010-09-01
3519,27,6033,2010-12-01,2010-09-01
3520,27,6034,2010-12-02,2010-09-01
3521,27,6035,2010-12-03,2010-09-01
3522,27,6036,2010-12-06,2010-09-14
3523,27,6037,2010-12-07,2010-09-14
3524,27,6038,2010-12-08,2010-09-14
3525,27,6039,2010-12-09,2010-09-14
3526,27,6040,2010-12-10,2010-09-14
3527,27,6041,2010-12-13,2010-09-15
3528,27,6042,2010-12-14,2010-09-15
3529,27,6043,2010-12-15,2010-09-15
3530,27,6044,2010-12-16,2010-09-15
3531,27,6045,2010-12-17,2010-09-15
3532,27,6046,2010-12-20,2010-09-21
3533,27,6047,2010-12-21,2010-09-21
3534,27,6048,2010-12-22,2010-09-21
3535,27,6049,2010-12-23,2010-09-21
3536,27,6050,2010-12-24,2010-09-21
3537,27,6051,2010-12-27,2010-09-22
3538,27,6052,2010-12-28,2010-09-22
3539,27,6055,2010-12-31,2010-09-22
3540,27,6053,2010-12-29,2010-09-22
3541,27,6054,2010-12-30,2010-09-22
3542,27,6056,2011-01-03,2010-09-28
3543,27,6057,2011-01-04,2010-09-28
3544,27,6058,2011-01-05,2010-09-28
3545,27,6060,2011-01-07,2010-09-28
3546,27,6059,2011-01-06,2010-09-28
3547,27,6062,2011-01-11,2010-09-29
3548,27,6061,2011-01-10,2010-09-29
3549,27,6063,2011-01-12,2010-09-29
3550,27,6065,2011-01-14,2010-09-29
3551,27,6064,2011-01-13,2010-09-29
3553,27,6066,2011-01-17,2010-10-12
3554,27,6067,2011-01-18,2010-10-12
3555,27,6068,2011-01-19,2010-10-12
3556,27,6069,2011-01-20,2010-10-12
3557,27,6070,2011-01-21,2010-10-12
3558,27,6071,2011-01-24,2010-10-13
3559,27,6072,2011-01-25,2010-10-13
3560,27,6073,2011-01-26,2010-10-13
3561,27,6075,2011-01-28,2010-10-13
3562,27,6074,2011-01-27,2010-10-13
3563,27,6076,2011-01-31,2010-10-26
3564,27,6077,2011-02-01,2010-10-26
3565,27,6078,2011-02-02,2010-10-26
3566,27,6080,2011-02-04,2010-10-26
3567,27,6079,2011-02-03,2010-10-26
3569,27,6081,2011-02-07,2010-10-27
3570,27,6082,2011-02-08,2010-10-27
3571,27,6083,2011-02-09,2010-10-27
3572,27,6084,2011-02-10,2010-10-27
3574,27,6085,2011-02-11,2010-10-27
3575,27,6086,2011-02-14,2011-01-14
3576,27,6087,2011-02-15,2011-01-14
3577,27,6088,2011-02-16,2011-01-14
3578,27,6089,2011-02-17,2010-12-06
3579,27,6090,2011-02-18,2010-12-06
3580,27,6091,2011-02-21,2010-12-06
3581,27,6092,2011-02-22,2010-12-06
3582,27,6093,2011-02-23,2010-12-06
3583,27,6094,2011-02-24,2010-12-07
3584,27,6095,2011-02-25,2010-12-07
3586,27,6096,2011-02-28,2010-12-07
3587,27,6097,2011-03-01,2010-12-07
3588,27,6098,2011-03-02,2010-12-07
3589,27,6100,2011-03-04,2010-11-09
3590,27,6099,2011-03-03,2010-11-09
3591,27,6102,2011-03-08,2010-11-09
3592,27,6101,2011-03-07,2010-11-09
3593,27,6103,2011-03-09,2010-11-09
3594,27,6104,2011-03-10,2010-11-10
3596,27,6105,2011-03-11,2010-11-10
3597,27,6106,2011-03-14,2010-11-10
3598,27,6107,2011-03-15,2010-11-10
3599,27,6108,2011-03-16,2010-11-10
3600,27,6109,2011-03-17,2010-11-16
3602,27,6110,2011-03-18,2010-11-16
3604,27,6111,2011-03-21,2010-11-16
3605,27,6112,2011-03-22,2010-11-16
3606,27,6113,2011-03-23,2010-11-16
3607,27,6114,2011-03-24,2010-11-17
3608,27,6115,2011-03-25,2010-11-17
3609,27,6116,2011-03-28,2010-11-17
3610,27,6117,2011-03-29,2010-11-17
3611,27,6118,2011-03-30,2010-11-17
3612,27,6120,2011-04-01,2010-11-30
3613,27,6119,2011-03-31,2010-11-30
3614,27,6121,2011-04-04,2010-11-30
3615,27,6122,2011-04-05,2010-11-30
3616,27,6123,2011-04-06,2010-11-30
3617,27,6124,2011-04-07,2010-12-01
3618,27,6125,2011-04-08,2010-12-01
3619,27,6126,2011-04-11,2010-12-01
3620,27,6127,2011-04-12,2010-12-01
3621,27,6128,2011-04-13,2010-12-01
3622,27,6129,2011-04-14,2011-01-20
3623,27,6130,2011-04-15,2011-01-20
3624,27,6131,2011-04-18,2011-01-20
3626,27,6132,2011-04-19,2011-01-21
3627,27,6133,2011-04-20,2011-01-21
3628,27,6134,2011-04-21,2011-01-21
3629,27,6135,2011-04-22,2011-01-21
3630,27,6136,2011-04-25,2011-02-01
3631,27,6137,2011-04-26,2011-02-01
3632,27,6138,2011-04-27,2011-02-01
3633,27,6140,2011-04-29,2011-02-01
3634,27,6139,2011-04-28,2011-02-01
3635,27,6141,2011-05-02,2011-03-28
3636,27,6142,2011-05-03,2011-03-28
3637,27,6143,2011-05-04,2011-03-28
3638,27,6145,2011-05-06,2011-03-28
3639,27,6144,2011-05-05,2011-03-28
3640,27,6146,2011-05-09,2011-03-29
3641,27,6147,2011-05-10,2011-03-29
3642,27,6148,2011-05-11,2011-03-29
3643,27,6149,2011-05-12,2011-03-29
3644,27,6150,2011-05-13,2011-03-29
3645,27,6151,2011-05-16,2011-02-02
3646,27,6152,2011-05-17,2011-02-02
3647,27,6153,2011-05-18,2011-02-02
3648,27,6154,2011-05-19,2011-02-02
3649,27,6155,2011-05-20,2011-02-02
3650,27,6156,2011-05-23,2011-02-08
3651,27,6157,2011-05-24,2011-02-08
3652,27,6158,2011-05-25,2011-02-08
3653,27,6160,2011-05-27,2011-02-08
3654,27,6159,2011-05-26,2011-02-08
3655,27,6161,2011-05-30,2011-02-09
3656,27,6162,2011-05-31,2011-02-09
3657,27,6163,2011-06-01,2011-02-09
3658,27,6164,2011-06-02,2011-02-09
3659,27,6165,2011-06-03,2011-02-09
3660,27,6166,2011-06-06,2011-02-22
3661,27,6167,2011-06-07,2011-02-22
3662,27,6168,2011-06-08,2011-02-22
3663,27,6169,2011-06-09,2011-02-22
3664,27,6170,2011-06-10,2011-02-22
3667,27,6172,2011-06-14,2011-02-23
3668,27,6171,2011-06-13,2011-02-23
3669,27,6173,2011-06-15,2011-02-23
3672,27,6174,2011-06-16,2011-02-23
3673,27,6175,2011-06-17,2011-02-23
3675,27,6176,2011-06-20,2011-03-01
3677,27,6177,2011-06-21,2011-03-01
3678,27,6178,2011-06-22,2011-03-01
3682,27,6180,2011-06-24,2011-03-01
3684,27,6179,2011-06-23,2011-03-01
3685,27,6181,2011-06-27,2011-03-02
3686,27,6182,2011-06-28,2011-03-02
3687,27,6183,2011-06-29,2011-03-02
3688,27,6184,2011-06-30,2011-03-02
3689,27,6185,2011-07-01,2011-03-02
3690,27,6186,2011-07-04,2011-03-07
3691,27,6187,2011-07-05,2011-03-07
3692,27,6188,2011-07-06,2011-03-07
3693,27,6189,2011-07-07,2011-03-07
3694,27,6190,2011-07-08,2011-03-07
3695,27,6191,2011-07-11,2011-03-08
3696,27,6192,2011-07-12,2011-03-08
3697,27,6193,2011-07-13,2011-03-08
3698,27,6195,2011-07-15,2011-03-08
3699,27,6194,2011-07-14,2011-03-08
3700,27,6196,2011-07-18,2011-03-22
3701,27,6197,2011-07-19,2011-03-22
3702,27,6198,2011-07-20,2011-03-22
3704,27,6199,2011-07-21,2011-03-22
3706,27,6200,2011-07-22,2011-03-22
3707,27,6201,2011-07-25,2011-03-23
3708,27,6202,2011-07-26,2011-03-23
3709,27,6203,2011-07-27,2011-03-23
3712,27,6204,2011-07-28,2011-03-23
3713,27,6205,2011-07-29,2011-03-23
3714,28,6206,2011-09-19,2011-08-02
3715,28,6207,2011-09-20,2011-08-02
3716,28,6208,2011-09-21,2011-08-02
3717,28,6210,2011-09-23,2011-08-02
3718,28,6209,2011-09-22,2011-08-02
3719,28,6211,2011-09-26,2011-08-23
3720,28,6212,2011-09-27,2011-08-23
3721,28,6213,2011-09-28,2011-08-23
3722,28,6214,2011-09-29,2011-08-23
3723,28,6215,2011-09-30,2011-08-23
3724,28,6216,2011-10-03,2011-08-24
3725,28,6217,2011-10-04,2011-08-24
3726,28,6218,2011-10-05,2011-08-24
3729,28,6220,2011-10-07,2011-08-24
3733,28,6221,2011-10-10,2011-08-29
3734,28,6222,2011-10-11,2011-08-29
3735,28,6219,2011-10-06,2011-08-24
3736,28,6223,2011-10-12,2011-08-29
3737,28,6224,2011-10-13,2011-08-29
3738,28,6225,2011-10-14,2011-08-29
3739,28,6226,2011-10-17,2011-08-30
3740,28,6227,2011-10-18,2011-08-30
3741,28,6228,2011-10-19,2011-08-30
3742,28,6229,2011-10-20,2011-08-30
3743,28,6230,2011-10-21,2011-08-30
3744,28,6231,2011-10-24,2011-09-20
3745,28,6232,2011-10-25,2011-09-20
3746,28,6233,2011-10-26,2011-09-20
3747,28,6234,2011-10-27,2011-09-20
3748,28,6235,2011-10-28,2011-09-20
3749,28,6236,2011-10-31,2011-09-21
3750,28,6237,2011-11-01,2011-09-21
3751,28,6238,2011-11-02,2011-09-26
3752,28,6239,2011-11-03,2011-09-26
3753,28,6240,2011-11-04,2011-09-26
3754,28,6241,2011-11-07,2011-09-26
3755,28,6243,2011-11-09,2011-09-27
3756,28,6242,2011-11-08,2011-09-26
3757,28,6245,2011-11-11,2011-09-27
3758,28,6244,2011-11-10,2011-09-27
3759,28,6246,2011-11-14,2011-09-27
3760,28,6247,2011-11-15,2011-09-27
3761,28,6248,2011-11-16,2011-09-21
3762,28,6249,2011-11-17,2011-09-21
3763,28,6250,2011-11-18,2011-09-21
3764,28,6251,2011-11-21,2011-10-10
3765,28,6252,2011-11-22,2011-10-10
3766,28,6253,2011-11-23,2011-10-10
3767,28,6255,2011-11-25,2011-10-10
3768,28,6254,2011-11-24,2011-10-10
3769,28,6256,2011-11-28,2011-10-11
3770,28,6257,2011-11-29,2011-10-11
3771,28,6258,2011-11-30,2011-10-11
3772,28,6260,2011-12-02,2011-10-11
3773,28,6259,2011-12-01,2011-10-11
3774,28,6261,2011-12-05,2011-10-12
3775,28,6262,2011-12-06,2011-10-12
3777,28,6263,2011-12-07,2011-10-12
3778,28,6264,2011-12-08,2011-10-12
3779,28,6265,2011-12-09,2011-10-12
3780,28,6266,2011-12-12,2011-10-25
3781,28,6267,2011-12-13,2011-10-25
3782,28,6268,2011-12-14,2011-10-25
3783,28,6269,2011-12-15,2011-10-25
3784,28,6270,2011-12-16,2011-10-25
3786,28,6271,2011-12-19,2011-10-26
3787,28,6272,2011-12-20,2011-10-26
3788,28,6273,2011-12-21,2011-10-26
3789,28,6274,2011-12-22,2011-10-26
3790,28,6275,2011-12-23,2011-10-26
3791,28,6276,2011-12-26,2011-11-01
3792,28,6277,2011-12-27,2011-11-01
3793,28,6278,2011-12-28,2011-11-01
3795,28,6280,2011-12-30,2011-11-01
3796,28,6279,2011-12-29,2011-11-01
3797,28,6281,2012-01-02,2011-11-02
3798,28,6282,2012-01-03,2011-11-02
3799,28,6283,2012-01-04,2011-11-02
3800,28,6284,2012-01-05,2011-11-02
3801,28,6285,2012-01-06,2011-11-02
3802,28,6286,2012-01-09,2011-11-08
3803,28,6287,2012-01-10,2011-11-08
3804,28,6288,2012-01-11,2011-11-08
3805,28,6290,2012-01-13,2011-11-08
3806,28,6291,2012-01-16,2011-11-09
3807,28,6289,2012-01-12,2011-11-08
3808,28,6292,2012-01-17,2011-11-09
3809,28,6293,2012-01-18,2011-11-09
3810,28,6294,2012-01-19,2011-11-09
3811,28,6295,2012-01-20,2011-11-09
3812,28,6296,2012-01-23,2011-11-15
3813,28,6297,2012-01-24,2011-11-15
3814,28,6298,2012-01-25,2011-11-15
3815,28,6299,2012-01-26,2011-11-15
3816,28,6300,2012-01-27,2011-11-15
3817,28,6302,2012-01-31,2011-11-16
3818,28,6301,2012-01-30,2011-11-16
3819,28,6303,2012-02-01,2012-01-05
3820,28,6304,2012-02-02,2012-01-05
3821,28,6305,2012-02-03,2012-01-05
3822,28,6306,2012-02-06,2012-01-05
3823,28,6307,2012-02-07,2012-01-05
3824,28,6308,2012-02-08,2012-01-06
3825,28,6309,2012-02-09,2012-01-06
3826,28,6310,2012-02-10,2012-01-06
3827,28,6311,2012-02-13,2012-01-06
3828,28,6312,2012-02-14,2012-01-06
3829,28,6313,2012-02-15,2012-01-23
3830,28,6315,2012-02-17,2012-01-23
3831,28,6314,2012-02-16,2012-01-23
3832,28,6316,2012-02-20,2012-01-23
3833,28,6317,2012-02-21,2012-01-23
3834,28,6318,2012-02-22,2012-01-24
3835,28,6319,2012-02-23,2012-01-24
3836,28,6320,2012-02-24,2012-01-24
3837,28,6321,2012-02-27,2012-01-24
3838,28,6322,2012-02-28,2012-01-24
3839,28,6323,2012-02-29,2011-11-16
3840,28,6325,2012-03-02,2011-11-16
3841,28,6324,2012-03-01,2011-11-16
3842,28,6333,2012-03-14,2011-11-30
3843,28,6326,2012-03-05,2011-11-29
3844,28,6327,2012-03-06,2011-11-29
3845,28,6328,2012-03-07,2011-11-29
3846,28,6330,2012-03-09,2011-11-29
3847,28,6329,2012-03-08,2011-11-29
3848,28,6331,2012-03-12,2011-11-30
3849,28,6332,2012-03-13,2011-11-30
3850,28,6334,2012-03-15,2011-11-30
3851,28,6335,2012-03-16,2011-11-30
3852,28,6336,2012-03-19,2011-12-06
3853,28,6337,2012-03-20,2011-12-06
3854,28,6338,2012-03-21,2011-12-06
3855,28,6339,2012-03-22,2011-12-06
3856,28,6340,2012-03-23,2011-12-06
3857,28,6341,2012-03-26,2011-12-07
3858,28,6342,2012-03-27,2011-12-07
3859,28,6343,2012-03-28,2011-12-07
3860,28,6344,2012-03-29,2011-12-07
3861,28,6345,2012-03-30,2011-12-07
3862,28,6346,2012-04-02,2011-12-13
3863,28,6347,2012-04-03,2011-12-13
3864,28,6348,2012-04-04,2011-12-13
3865,28,6349,2012-04-05,2011-12-13
3866,28,6350,2012-04-06,2011-12-13
3867,28,6351,2012-04-09,2011-12-14
3868,28,6352,2012-04-10,2011-12-14
3869,28,6353,2012-04-11,2011-12-14
3870,28,6354,2012-04-12,2011-12-14
3871,28,6355,2012-04-13,2011-12-14
3873,28,6356,2012-04-16,2011-12-19
3874,28,6357,2012-04-17,2011-12-19
3875,28,6358,2012-04-18,2011-12-19
3877,28,6360,2012-04-20,2011-12-19
3878,28,6359,2012-04-19,2011-12-19
3879,28,6361,2012-04-23,2011-12-20
3880,28,6362,2012-04-24,2011-12-20
3882,28,6363,2012-04-25,2011-12-20
3883,28,6364,2012-04-26,2011-12-20
3884,28,6365,2012-04-27,2011-12-20
3885,28,6367,2012-05-01,2012-02-21
3886,28,6366,2012-04-30,2012-02-21
3887,28,6368,2012-05-02,2012-02-21
3888,28,6369,2012-05-03,2012-02-21
3889,28,6370,2012-05-04,2012-02-21
3890,28,6371,2012-05-07,2012-04-20
3891,28,6372,2012-05-08,2012-04-20
3892,28,6373,2012-05-09,2012-04-20
3893,28,6375,2012-05-11,2012-04-20
3894,28,6374,2012-05-10,2012-04-20
3895,28,6376,2012-05-14,2012-04-21
3896,28,6377,2012-05-15,2012-04-21
3897,28,6378,2012-05-16,2012-04-21
3898,28,6380,2012-05-18,2012-04-21
3899,28,6381,2012-05-21,2012-01-17
3900,28,6382,2012-05-22,2012-01-17
